name,top,top_saler,price1,price2,price3,price4,price5,delivery,link,color,size
"Костюм Batik Снегурочка 5234 голубой, серебристый 122",1,Бубльгум,18 320 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-snegurochka-5234-children-108197856/?c=750000000,"[] голубой, серебристый:True, ","[]110:True, 116:True, 122:True, "
"Костюм Batik Фрэнки Штейн 5075 синий, черный 116",1,Бубльгум,10 250 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-frenki-shtein-5075-children-108197861/?c=750000000,"[] синий, черный:True, ","[]116:True, "
Костюм Батик 7040 черный 116,1,Бубльгум,22 690 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-7040-children-108106448/?c=750000000,"[] черный:True, ","[]116/5-6Y:True, 134/8-9Y:False, 140/9-10Y:False, "
Костюм Батик 203 Заяц 110,1,Бубльгум,12 740 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-203-zajats-108106367/?c=750000000,"[] белый:True, ","[]110/4-5Y:True, "
Костюм Batik Принцесса Аврора 493 розовый 122,1,Бубльгум,31 560 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-printsessa-avrora-493-children-108197817/?c=750000000,"[] розовый:True, ","[]122:True, "
Костюм Batik Обезьянка 119 коричневый 110,1,Бубльгум,7 950 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-pchelka-136-children-108197837/?c=750000000,"[] коричневый:True,  желтый, черный:False, ","[]110:True, 110:False, "
Костюм Batik Тигрица 22-72 коричневый 110,1,Бубльгум,6 340 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-tigritsa-22-72-children-108197860/?c=750000000,"[] коричневый:True, ","[]110:True, "
Костюм Batik Принцесса Белоснежка 494 Children 134,1,Бубльгум,33 290 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-printsessa-belosnezhka-494-children-108197821/?c=750000000,"[] желтый:True, ","[]134:True, "
Костюм Batik Принцесса Белль 492 желтый 140,1,Бубльгум,28 680 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-printsessa-bell-492-children-108197815/?c=750000000,"[] желтый:True, ","[]140:True, "
"Костюм Batik Снегурочка 429 голубой, белый 116",1,Бубльгум,14 630 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-snegurochka-429-children-108197862/?c=750000000,"[] белый, голубой:True, ","[]116:True, 122:False, "
Кроссовки Kakadu 9443A серебристый 28,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/kakadu-9443a-serebristyi-104379695/?c=750000000,"[] серебристый:True, ","[]28:False, 29:True, 30:True, "
Костюм Batik 23-1 Кигуруми Зайчик 116,1,Бубльгум,17 160 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-23-1-kigurumi-zaichik-108197800/?c=750000000,"[] мультиколор:True, ","[]116:True, "
Бюстгальтер Baykar Baykar4409 бежевый 158-164,1,Бубльгум,3 159 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-baykar4409-bezhevyi-109116940/?c=750000000,"[] черный:True,  белый:True,  бежевый:True, ","[]158-164:True, 182-188:True, 158-164:True, 170-176:True, 182-188:True, 158-164:True, 170-176:True, "
Ветровка Batik 431-22в 146,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/batik-bis0007-children-106750086/?c=750000000,"[] серый:True, ","[]140:True, 146:False, 152:False, 158:True, 164:True, 170:True, "
Кроссовки Kakadu 9443A серебристый 25,1,Бубльгум,17 680 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/kakadu-9443a-serebristyi-104379643/?c=750000000,"[] серебристый:True, ","[]25:True, 26:True, 27:False, "
Костюм Batik Принцесса Золушка 7074 голубой 98,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/batik-printsessa-zolushka-7074-children-108197820/?c=750000000,"[] голубой:True, ",[]
Бюстгальтер Baykar Baykar4409 черный 158-164,1,Бубльгум,3 159 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-baykar4409-chernyi-109116920/?c=750000000,"[] черный:True,  белый:True,  бежевый:True, ","[]158-164:True, 182-188:True, 158-164:True, 170-176:True, 182-188:True, 158-164:True, 170-176:True, "
Платье Batik 0060_ЛС22 Children 98,1,Бубльгум,5 100 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-0060-ls22-children-105809050/?c=750000000,"[] мультиколор:True, ","[]98:True, 104:True, 110:False, 116:True, "
Футболка Batik 02834_BAТ белый 80,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/batik-02834-bat-belyi-108500037/?c=750000000,[],[]
леггинсы Batik 0033_ЛС22 мультиколор 98,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/legginsy-batik-0033-ls22-mul-tikolor-108500095/?c=750000000,"[] мультиколор:True, ","[]98:True, 104:True, 110:True, 116:True, "
Комбинезон Batik 0019_НК серый 62,1,Бубльгум,4 170 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-0019-nk-babies-108918902/?c=750000000,"[] серый:True, ","[]62:True, 68:True, "
Комплект Baykar 2222 белый 122,1,Бубльгум,3 176 ₸,3 180 ₸,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-2222-belyi-122-108593524/?c=750000000,[],[]
Футболка Let's GO 51223 розовый 92,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/let-s-go-51223-rozovyi-92-108593568/?c=750000000,[],[]
"Головной убор YO! шапка CZ-360 синий 50, 52",1,Бубльгум,3 550 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/yo-shapka-cz-360-sinii-50-52-107465727/?c=750000000,"[] синий:True, ","[]50, 52:True, "
"Костюм Батик Снегурочка Гжель 1138 белый, голубой 170-88-96",99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/batik-snegurochka-gzhel-1138-108291495/?c=750000000,"[] белый, голубой:True, ","[]44:True, 46:False, "
"Головной убор Полярик шапка F-06-93 (флис) синий, белый, серый 50, 52, 54",99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/poljarik-shapka-f-06-93-flis-sinii-belyi-seryi-50-52-54-107465734/?c=750000000,"[] белый, серый, синий:True,  серый, синий, зеленый:True,  серый, красный, синий:True,  серый, оранжевый, синий:True, ","[]50, 52, 54:True, 50, 52, 54:True, 50, 52, 54:True, 50, 52, 54:True, "
Футболка Let's GO 51221 белый 92,1,Бубльгум,3 770 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-51221-belyi-92-108593630/?c=750000000,[],[]
Batik 413-22в 98,1,Бубльгум,26 500 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-bis00076077-children-104305808/?c=750000000,"[] розовый:True, ","[]98:True, 104:True, "
Комбинезон Ябольшой 270-1287-01 желтый Babies 68,1,Бубльгум,9 610 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/jabol-shoi-270-1287-01-zheltyi-babies-108918808/?c=750000000,"[] желтый:True, ","[]68:True, 74:True, 80:True, "
"Футболка Baykar 2222 комплект, белый 110-116",1,Бубльгум,3 176 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-2222-komplekt-belyi-110-116-108593539/?c=750000000,[],[]
Пижама Baykar 9687 голубой 160-162,1,Бубльгум,6 570 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/pizhama-baykar-9687-goluboi-160-162-108593132/?c=750000000,[],[]
Комплект Batik 0011_ЛС22 оранжевый 98,1,Бубльгум,6 900 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-0011-ls22-oranzhevyi-108500899/?c=750000000,"[] оранжевый:True, ","[]98:True, 104:False, 110:True, 116:True, "
Пижама Baykar 9687 мультиколор 158-160,1,Бубльгум,6 570 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/pizhama-baykar-9687-mul-tikolor-158-160-108593155/?c=750000000,[],[]
Пижама Baykar 9687 мультиколор 160-162,1,Бубльгум,6 570 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/pizhama-baykar-9687-mul-tikolor-160-162-108593055/?c=750000000,[],[]
"Трусы 3712 мультиколор 122, 128",1,Бубльгум,4 553 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/3712-mul-tikolor-122-128-108592934/?c=750000000,[],[]
Пижама Baykar 9741 голубой 154-158,1,Бубльгум,6 830 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/pizhama-baykar-9741-goluboi-154-158-108593404/?c=750000000,[],[]
Шорты Batik 0019_ЛС22 черный 98,1,Бубльгум,3 990 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-0019-ls22-chernyi-108500876/?c=750000000,"[] черный:True, ","[]98:True, 104:True, 110:True, 116:True, 134:False, 140:False, "
Пижама Baykar 9686 мультиколор 158-160,1,Бубльгум,4 670 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/pizhama-baykar-9686-mul-tikolor-158-160-108592950/?c=750000000,[],[]
Пижама Baykar 9687 голубой 154-158,1,Бубльгум,6 570 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/pizhama-baykar-9687-goluboi-154-158-108593144/?c=750000000,[],[]
Пижама Baykar 9686 зеленый 158-160,1,Бубльгум,4 670 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/pizhama-baykar-9686-zelenyi-158-160-108593030/?c=750000000,[],[]
Пижама Baykar 9686 зеленый 160-162,1,Бубльгум,4 670 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/pizhama-baykar-9686-zelenyi-160-162-108593026/?c=750000000,[],[]
Футболка Batik 0001_ЛС22 белый 116,1,Бубльгум,3 290 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-0001-ls22-belyi-108500920/?c=750000000,"[] белый:True, ","[]98:True, 104:True, 110:True, 116:True, "
Парка-плащ Batik 429-22в Children 170,1,Бубльгум,40 320 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/parka-plasch-batik-429-22v-children-104305823/?c=750000000,"[] розовый:True, ","[]170:True, "
"Футболка Baykar 2222 комплект, белый 170-176",1,Бубльгум,3 176 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-2222-komplekt-belyi-170-176-108593508/?c=750000000,[],[]
Парка Batik 05104 красная 128,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/batik-05104-children-104396773/?c=750000000,"[] красный:True, ","[]128:False, 152:True, "
Куртка Batik 430-22в Children 158,1,Бубльгум,40 320 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-430-22v-children-104305838/?c=750000000,"[] серый:True, ","[]134:True, 140:True, 146:True, 152:False, 158:True, 164:True, 170:True, "
Футболка Let's GO 5279 зеленый 92,1,Бубльгум,2 780 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-5279-zelenyi-108500402/?c=750000000,"[] красный:True,  черный:True,  желтый:True,  зеленый:True,  оранжевый:True, ","[]92:True, 92:True, 92:True, 92:True, 92:True, "
Парка Batik 448-22в-2 мультиколор 146,1,Бубльгум,29 380 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-448-22v-2-mul-tikolor-104396708/?c=750000000,"[] мультиколор:True, ","[]134:False, 140:True, 146:True, "
Пижама Baykar 9741 голубой 158-160,1,Бубльгум,6 830 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/pizhama-baykar-9741-goluboi-158-160-108593400/?c=750000000,[],[]
Пижама Baykar 9741 коричневый 154-158,1,Бубльгум,6 830 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/pizhama-baykar-9741-korichnevyi-154-158-108593374/?c=750000000,[],[]
Пижама Baykar 9741 мультиколор 158-160,1,Бубльгум,6 830 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/pizhama-baykar-9741-mul-tikolor-158-160-108593338/?c=750000000,[],[]
Пижама 9686 мультиколор 154-158,1,Бубльгум,4 670 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/pizhama-9686-mul-tikolor-154-158-108592938/?c=750000000,[],[]
Футболка Let's GO 5279 оранжевый 98,1,Бубльгум,2 780 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-5279-oranzhevyi-108500191/?c=750000000,"[] серый:True,  красный:True,  черный:True,  желтый:True,  зеленый:True,  оранжевый:True, ","[]98:True, 104:True, 110:True, 116:True, 98:True, 104:True, 110:True, 116:True, 122:True, 128:True, 134:True, 140:True, 146:True, 152:True, 158:True, 164:False, 98:True, 104:True, 110:True, 116:True, 122:True, 128:False, 134:False, 140:False, 146:False, 152:False, 158:False, 164:False, 98:True, 104:True, 110:True, 116:True, 122:True, 128:False, 134:False, 140:False, 146:False, 152:False, 158:False, 164:False, 98:True, 104:True, 110:True, 116:False, 122:True, 128:False, 134:False, 140:False, 146:False, 152:False, 158:False, 164:False, 98:True, 104:False, 110:True, 116:True, 122:True, 128:False, 134:False, 140:False, 146:False, 152:False, 158:False, 164:False, "
Конверт Батик 02070_BAT белый 80,1,Бубльгум,2 780 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-02070-bat-babies-109071066/?c=750000000,"[] белый:True, ","[]80/12M:True, "
Пижама Baykar 9687 мультиколор 154-158,1,Бубльгум,6 570 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/pizhama-baykar-9687-mul-tikolor-154-158-108593112/?c=750000000,[],[]
Жилет  Batik 252-20 Children 104,1,Бубльгум,11 520 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/zhilet-batik-252-20-children-104305780/?c=750000000,"[] мультиколор:True,  желтый:True, ","[]98:True, 104:True, "
Пижама Baykar 9741 мультиколор 160-162,1,Бубльгум,6 830 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/pizhama-baykar-9741-mul-tikolor-160-162-108593178/?c=750000000,[],[]
"Трусы Baykar 3660 трусы-боксеры синий 158, 164",1,Бубльгум,2 996 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-3660-trusy-boksery-sinii-158-164-108592926/?c=750000000,[],[]
Куртка Batik 422-22в-1 зеленый 140,1,Бубльгум,42 620 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/kurtka-batik-422-22v-1-zelenyi-104305748/?c=750000000,"[] розовый:True,  зеленый:True, ","[]140:True, 146:True, 152:True, 158:True, 164:False, 170:True, 140:True, 146:True, 152:False, 158:False, 164:False, 170:False, "
Пижама Baykar 9686 зеленый 154-158,1,Бубльгум,4 670 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/pizhama-baykar-9686-zelenyi-154-158-108592988/?c=750000000,[],[]
Пижама Baykar 9687 голубой 158-160,1,Бубльгум,6 570 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/pizhama-baykar-9687-goluboi-158-160-108593121/?c=750000000,[],[]
Куртка Batik 422-22в-1 розовый 158,1,Бубльгум,44 930 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/kurtka-batik-422-22v-1-rozovyi-104305757/?c=750000000,"[] розовый:True,  зеленый:True, ","[]140:True, 146:True, 152:True, 158:True, 164:False, 170:True, 140:True, 146:True, 152:False, 158:False, 164:False, 170:False, "
Футболка Baykar 4606 майка мультиколор 86-92,1,Бубльгум,5 160 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/baykar-4606-maika-mul-tikolor-86-92-108593685/?c=750000000,[],[]
Жилет Batik  252-20в Children 98,1,Бубльгум,10 080 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/zhilet-batik-252-20v-children-104305774/?c=750000000,"[] мультиколор:True,  желтый:True, ","[]98:True, 104:True, "
Пижама Baykar 9686 мультиколор 160-162,1,Бубльгум,4 670 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/pizhama-baykar-9686-mul-tikolor-160-162-108592957/?c=750000000,[],[]
Трусы Baykar 5416 трусы-шортики розовый 110-116,1,Бубльгум,3 270 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-5416-trusy-shortiki-rozovyi-110-116-108592917/?c=750000000,[],[]
"Головной убор Поляярик косынка FT-08-37 белый 50, 52",1,Бубльгум,1 850 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/poljajarik-kosynka-ft-08-37-belyi-50-52-104787429/?c=750000000,"[] белый:True,  бежевый:True,  розовый:True, ","[]50, 52:True, 50, 52:True, 50, 52:True, "
Футболка Ябольшой 249-612-06 синяя 116,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/jabol-shoi-249-612-06-sinjaja-104304294/?c=750000000,"[] синий:True, ","[]98:True, 104:True, 110:False, 116:False, 122:False, 134:False, 152:False, "
Лонгслив Batik 12213 Babies 62,1,Бубльгум,1 840 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/longsliv-batik-12213-babies-106450334/?c=750000000,"[] синий:True, ","[]62:True, 68:True, 74:True, 80:True, "
"Головной убор YO! бейсболка CZD-0604K белый 56, 58",1,Бубльгум,3 600 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/yo-beisbolka-czd-0604k-belyi-56-58-104787374/?c=750000000,"[] белый:True, ","[]56, 58:True, "
Футболка Let's GO 5279 оранжевый 92,1,Бубльгум,2 780 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-5279-oranzhevyi-108500398/?c=750000000,"[] красный:True,  черный:True,  желтый:True,  зеленый:True,  оранжевый:True, ","[]92:True, 92:True, 92:True, 92:True, 92:True, "
Комплект Пижама LetsGo 31148 Babies 68,1,Бубльгум,3 900 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/pizhama-letsgo-31148-babies-106451449/?c=750000000,"[] розовый:True,  оранжевый:False, ","[]68:True, 80:False, 74:False, "
"Головной убор Поляярик косынка FT-08-37 розовый 50, 52",1,Бубльгум,1 850 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/poljajarik-kosynka-ft-08-37-rozovyi-50-52-104787395/?c=750000000,"[] белый:True,  бежевый:True,  розовый:True, ","[]50, 52:True, 50, 52:True, 50, 52:True, "
Комплект Batik 0010 синий 62,1,Бубльгум,4 360 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-0010-sinii-106346249/?c=750000000,"[] синий:True, ","[]62:True, 68:True, 74:False, 80:False, 86:False, "
Футболка Let's GO 5279 желтый 92,1,Бубльгум,2 780 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-5279-zheltyi-108500385/?c=750000000,"[] красный:True,  черный:True,  желтый:True,  зеленый:True,  оранжевый:True, ","[]92:True, 92:True, 92:True, 92:True, 92:True, "
"Головной убор YO! бейсболка CZD-0585C синий 50, 52, 54",1,Бубльгум,3 360 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/yo-beisbolka-czd-0585c-sinii-50-52-54-104801800/?c=750000000,"[] синий:True, ","[]50, 52, 54:True, "
Набор Бамбук кофточки E020133KNR62 62,1,Бубльгум,9 240 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/bambuk-koftochki-e020133knr62-106346541/?c=750000000,"[] мультиколор:True, ","[]62:True, 68:True, "
"Комплект Batik кофточка, ползунки 02834 Babies 68",1,Бубльгум,4 760 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-koftochka-polzunki-02834-babies-106346253/?c=750000000,"[] мультиколор:True, ","[]62:True, 68:True, "
Жилет Batik 459-22в-1 98,1,Бубльгум,17 280 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-459-22v-1-106046784/?c=750000000,"[] черный:True, ","[]98:True, 104:True, 110:True, 116:True, "
Платье GVN 1008 белый 110,1,Бубльгум,11 880 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/gvn-1008-belyi-110-109059198/?c=750000000,[],[]
Батик 409-22в зеленый 80,1,Бубльгум,36 860 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-409-22v-zelenyi-107668652/?c=750000000,"[] розовый:True,  зеленый:True, ","[]80:True, 86:False, 80:True, 86:True, "
Платье Wizzy 2914 розовый 128,1,Бубльгум,10 810 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/wizzy-2914-rozovyi-108010992/?c=750000000,"[] розовый:True, ","[]116:True, 122:True, 128:True, 134:True, "
кальсоны Batik 0005/1_К21 черный 116,1,Бубльгум,3 030 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/kal-sony-batik-0005-1-k21-chernyi-108492248/?c=750000000,"[] черный:True, ","[]116:True, 122:True, 128:True, 134:True, 140:True, "
Batik Снегурочка 6020 голубой 74,1,Бубльгум,14 400 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-snegurochka-6020-goluboi-106627936/?c=750000000,"[] голубой:True, ","[]74:True, 86:False, "
Платье Camellia 1008 розовый 104,1,Бубльгум,11 880 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/camellia-1008-rozovyi-104-109059193/?c=750000000,[],[]
Батик 409-22в розовый 80,1,Бубльгум,36 860 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-409-22v-rozovyi-107668661/?c=750000000,"[] розовый:True,  зеленый:True, ","[]80:True, 86:False, 80:True, 86:True, "
"Головной убор Поляярик косынка FT-08-37 бежевый 50, 52",1,Бубльгум,1 850 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/poljajarik-kosynka-ft-08-37-bezhevyi-50-52-104787378/?c=750000000,"[] белый:True,  бежевый:True,  розовый:True, ","[]50, 52:True, 50, 52:True, 50, 52:True, "
Платье Camellia 1008 розовый 98,1,Бубльгум,11 880 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/camellia-1008-rozovyi-98-109059184/?c=750000000,[],[]
Брюки Батик 347-21в черный 104,1,Бубльгум,13 820 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-347-21v-chernyi-108854813/?c=750000000,"[] черный:True, ","[]98/2-3Y:True, 104/3-4Y:True, 110/4-5Y:True, "
Batik Рапунцель 7073 86,1,Бубльгум,11 695 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-rapuntsel-7073-106627940/?c=750000000,"[] фиолетовый:True, ","[]80:False, 86:True, "
Платье GVN 222548 бежевый 98,1,Бубльгум,9 220 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/gvn-222548-bezhevyi-98-109059155/?c=750000000,[],[]
"Головной убор Чудо кроха шапка Cd-98648 коралловый 48, 50",1,Бубльгум,2 470 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/chudo-kroha-shapka-cd-98648-korallovyi-48-50-108531504/?c=750000000,"[] коралловый:True, ","[]48, 50:True, "
Кроссовки Kakadu 9082C синий 35,1,Бубльгум,16 880 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/kakadu-bis00080911-sinii-104875933/?c=750000000,"[] синий:True, ","[]32:True, 33:True, 34:True, 35:True, 36:False, "
Комбинезон Batik 101-23з синий 74,1,Бубльгум,53 400 ₸,59 500 ₸,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-101-23z-sinii-107668569/?c=750000000,"[] синий:True,  желтый:True, ","[]74:True, 74:True, 80:True, "
Кроссовки Kakadu Bis00079780 черный 36,1,Бубльгум,18 950 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/kakadu-bis00079780-chernyi-104875870/?c=750000000,"[] черный:True, ","[]33:True, 34:True, 35:True, 36:True, "
Платье GVN 222548 бежевый 104,1,Бубльгум,9 220 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/gvn-222548-bezhevyi-104-109059164/?c=750000000,[],[]
Комбинезон Batik 101-23з желтый 74,99,001 baby,59 500 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-101-23z-zheltyi-107668556/?c=750000000,"[] синий:True,  желтый:True, ","[]74:True, 74:True, 80:True, "
Пеленка Бамбук Лоно набивка-звездочки 2 шт,1,Бубльгум,6 640 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/pelenka-bambuk-lono-nabivka-zvezdochki-2-sht-102495377/?c=750000000,[],[]
